,Unnamed: 0,상가업소번호,상권업종대분류명,상권업종중분류명,상권업종소분류명,지번주소,도로명주소,위도,경도
145,126573,20844778,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강남구 역삼동 701,서울특별시 강남구 언주로 508,37.50394838,127.042725
146,126753,28369276,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 서초구 반포동 505,서울특별시 서초구 반포대로 222,37.50238224,127.0058407
147,130543,27728850,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 서초구 서초동 1486-7,서울특별시 서초구 효령로 224,37.48328442,127.0085248
148,130669,22499188,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 동작구 상도동 207-3,서울특별시 동작구 장승배기로 6,37.49940128,126.9437236
149,133987,28368682,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 광진구 군자동 98,서울특별시 광진구 능동로 209,37.55273062,127.0742772
150,134206,22355967,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 도봉구 쌍문동 646,서울특별시 도봉구 도봉로125길 88,37.6563371,127.0377006
151,135851,22450135,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 도봉구 방학동 283-2,서울특별시 도봉구 방학로 196,37.66229605,127.0303811
152,136073,27676147,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 종로구 신문로2가 55,서울특별시 종로구 새문안로 43,37.56912946,126.9698283
153,136991,27736132,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 마포구 신수동 371-22,서울특별시 마포구 신수로 46,37.54574009,126.9344809
154,139100,25602740,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 구로구 신도림동 406-1,서울특별시 구로구 경인로 577,37.50406687,126.8808982
155,141281,28173623,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 영등포구 당산동 121-17,서울특별시 영등포구 버드나루로19길 3,37.52839363,126.9076991
156,141930,28108934,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 중구 수표동 56-1,서울특별시 중구 수표로 65,37.567064,126.9893945
157,145266,25383495,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 강동구 암사동 400-5,서울특별시 강동구 고덕로27길 28,37.5559344,127.1380264
158,147016,28263932,생활서비스,운송/배달/택배,우체국/우편물취급소,서울특별시 영등포구 여의도동 28-1,서울특별시 영등포구 여의대로 24,37.52236707,126.9205931
